text,appeal_to_authority,appeal_to_fear,bandwagon,black_white_fallacy,causal_oversimplification,doubt,exaggeration,flag_waving,loaded_language,name_calling,repetition,slogans,thought_terminating_cliche,whataboutism
ossified bureaucracies incapable of acting quickly and decisively,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fourth Estate on Life Support,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fourth Estate now on life support,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Small wonder,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a show trial,0,0,0,0,0,0,0,0,0,1,0,0,0,0
generated worldwide condemnation,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unseemly sycophancy,0,0,0,0,0,0,0,0,1,0,0,0,0,0
putting extraordinary pressure,0,0,0,0,0,0,1,0,0,0,0,0,0,0
All for spreading unwelcome truth around,0,0,0,0,1,0,0,0,0,0,0,0,0,0
get their hands on him,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the noble profession of journalism,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"why ‘the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought’ of the Soviet Union were well known in the West while America’s imperial crimes “never happened",0,0,0,0,0,0,0,0,0,0,0,0,0,1
frustrated FBI investigators,0,0,0,0,0,0,0,0,0,1,0,0,0,0
something devastating,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a Fourth Estate more important far then they all,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fourth Estate,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the brutality of the celebrated “surge” in Iraq,0,0,0,0,0,0,0,0,1,0,0,0,0,0
far more a patriot,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the “mainstream” journalist,0,0,0,0,0,0,0,0,0,1,0,0,0,0
one bad day in a surge that was filled with such days,0,0,0,0,0,0,0,0,0,0,0,0,1,0
had the temerity to lavish praise,0,0,0,0,0,0,0,0,1,0,0,0,0,0
patriotic truth-tellers,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Do you want a Church that remains silent when she should speak … a Church that does not condemn the suppression of conscience and does not stand up for the just liberty of the people … a Church that locks herself up within the four walls of her temple in unseemly sycophancy,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Where is the voice of conscience to condemn what is happening to Julian Assange, whose only “crime” is publishing documents exposing the criminal activities and corruption of governments and other Establishment elites",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"One might ask, is “unseemly sycophancy” at work among the media",0,0,0,0,0,1,0,0,0,0,0,0,0,0
some very good actors on the Left,0,0,0,0,0,1,0,0,0,0,0,0,0,0
separating,0,0,0,0,0,0,0,0,0,0,1,0,0,0
separation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
insensitive,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"When he says that Muslims never killed Jews just for being Jews, he is lying, and relying on the historical ignorance of his audience",0,0,0,0,0,1,0,0,0,0,0,0,0,0
what the Jews call ‘the Holocaust,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Jews claim that it happened to them alone and that the number of Jews who died in that Holocaust was six million. What we have here are historical errors,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wholesale slaughter of Jews,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Inhuman and criminal annihilation runs in the veins of many in the West,0,1,0,0,0,0,0,0,0,0,0,0,0,0
crocodile tears,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"No, it never happened",0,0,0,0,0,0,1,0,0,0,0,0,0,0
historical lies,0,0,0,0,0,0,0,0,0,0,1,0,0,0
historical lie,0,0,0,0,0,0,0,0,0,0,1,0,0,0
annihilation,0,0,0,0,0,0,0,0,1,0,1,0,0,0
annihilated,0,0,0,0,0,0,0,0,1,0,1,0,0,0
annihilate,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Final Solution,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Jews claim that it happened to them alone,0,0,0,0,0,0,0,0,0,0,0,0,0,1
exceptional,0,0,0,0,0,0,0,0,1,0,0,0,0,0
groaned under the heavy yoke of the Almohads,0,0,0,0,0,0,0,0,1,0,0,0,0,0
massacring Jews,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a wholesale slaughter,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"banished, tortured and annihilated",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"to shed crocodile tears about their sorrows, their heresy, and their historical lies",0,0,0,0,0,0,0,0,1,0,0,0,0,0
modern Western annihilation,0,0,0,0,0,0,0,0,1,0,0,0,0,0
enraged by the humiliation,0,0,0,0,0,0,0,0,1,0,0,0,0,0
clinging to their [Jewish] faith,0,0,0,0,0,0,0,0,1,0,0,0,0,0
began “tormenting,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the vogue today is,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Inhuman and criminal annihilation,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"banished, tortured, and annihilated",0,0,0,0,0,0,0,0,1,0,0,0,0,0
tormenting and persecuting them,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh. Preorder The History of Jihad From Muhammad to ISIS,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that",1,0,0,0,0,0,0,0,0,0,0,0,0,0
The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"It is said that they annihilated 50-100 hundred million, but nobody ever mentions this",0,0,0,0,0,0,0,0,0,0,0,0,0,1
claiming that it happened to the Jews alone excludes the non-Jews who were tortured by Hitler,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hitler was not the first in the West to perpetrate a genocide. Inhuman and criminal annihilation runs in the veins of many in the West,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"When the Americans occupied the republics of the Indians, they annihilated millions of human beings",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"many of the terms used by the Zionist state constitute Nazi terms, ideas, and notions. It is as if they are two faces of the same coin",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Since Germany and Europe did not want the Jews, the Nazis came up with the idea of sending the Jews to another country",0,0,0,0,1,0,0,0,0,0,0,0,0,0
‘little rocket man’,0,0,0,0,0,0,0,0,0,1,0,0,0,0
terrible insult,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Great White Father,0,0,0,0,0,0,0,0,0,1,0,0,0,0
delinquent,0,0,0,0,0,0,0,0,0,1,0,0,0,0
very expensive,0,0,0,0,0,0,0,0,1,0,0,0,0,0
America’s savior,0,0,0,0,0,0,0,0,0,1,0,0,0,0
had no stomach for an invasion,0,0,0,0,0,0,1,0,0,0,0,0,0,0
perfectly well,0,0,0,0,0,0,0,0,1,0,0,0,0,0
was sold to,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Americans no longer have to fear North Korea,0,0,0,0,0,0,0,0,0,0,0,1,0,0
can sleep peacefully at night,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a very real threat,0,1,0,0,0,0,0,0,0,0,0,0,0,0
highly provocative,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fanatic’s fanatic,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cheerfully,0,0,0,0,0,0,1,0,0,0,0,0,0,0
huge humiliation,0,0,0,0,0,0,0,0,1,0,0,0,0,0
America’s stooges,0,0,0,0,0,0,0,0,0,1,0,0,0,0
schoolyard bullies,0,0,0,0,0,0,0,0,0,1,0,0,0,0
“The Democrats want open borders and they don’t care about crime.”,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"“We want children staying together,”",0,0,0,0,0,0,0,0,0,0,0,1,0,0
Illegals Have To Go!,0,0,0,0,0,0,0,0,0,0,0,1,0,0
America's tax dollars,0,0,0,0,0,0,0,1,0,0,0,0,0,0
raged about,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the House’s top cop,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Muslim Spy Ring Investigation,0,0,0,0,0,0,0,0,0,1,0,0,0,0
God knows what else,0,0,0,0,0,0,0,0,1,0,0,0,0,0
how deeply has America been compromised,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Becerra — now California’s Democratic attorney general — failed to ensure that the Awans didn’t have access to House computer systems during the 2016 election, which was wrought with cybersecurity scandals",0,0,0,0,0,1,0,0,0,0,0,0,0,0
numerous and egregious violations,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"He didn’t provide any support for his claim, which is contrary to evidence Kiko and Irving presented to Congress",0,0,0,0,0,1,0,0,0,0,0,0,0,0
are playing dumb,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Why was the ringleader of the widespread Muslim spy scandal just offered a plea deal? Who has been exposed to blackmail and God knows what else? And how deeply has America been compromised,0,0,0,0,0,1,0,0,0,0,0,0,0,0
It’s unclear why that request was not granted or why it was a request rather than an order,0,0,0,0,0,1,0,0,0,0,0,0,0,0
“Make America Great Again”,0,0,0,0,0,0,0,0,0,0,0,1,0,0
all because,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I support my President,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scum bag of the year,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Make America Great Again,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Make American Great Again,0,0,0,0,0,0,0,0,0,0,1,0,0,0
racial slur,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Real tough guy,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Disturbing,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trump Supporter,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The civility of the Left on full display,0,0,0,0,0,0,1,0,0,0,0,0,0,0
shit nigga,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bitch ass motherf**ker,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trump supporter’,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Trump supporter,0,0,0,0,0,0,0,0,0,1,0,0,0,0
criminal attacker,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Is this the America Maxine Waters wanted?,0,0,0,0,0,0,0,1,0,0,0,0,0,0
altercation,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAFE SPACE FOR EVERYONE,0,0,0,0,0,0,0,0,0,0,0,1,0,0
our president,0,0,0,0,0,0,0,1,0,0,0,0,0,0
innocent kids,0,0,0,0,0,0,0,0,0,1,0,0,0,0
We are not violent,0,0,0,0,0,0,0,0,0,0,0,1,0,0
We got kicked out of a public school for re-enforcing America’s value’s by teaching the US Constitution,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"counterfeits, self-proclaimed leaders",0,0,0,0,0,0,0,0,0,1,0,0,0,0
paper tigers,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the reason I dropped the “J” word was because you haven’t in 40 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0
They are people pleasers and nothing more,0,0,0,0,0,0,0,0,0,1,0,0,0,0
to put boots on the ground,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"it seems like when you do the wrong thing before God and man, somehow people seem to give it a pass. Yet, when you begin to do the right things and obey God and love man according to the Word of God, all of a sudden, the world acts like you're doing something wrong",0,0,0,1,0,0,0,0,0,0,0,0,0,0
the rock n roll world,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the revisionists and propagandists,0,0,0,0,0,0,0,0,0,1,0,0,0,0
abortion is murder and that 58 million babies have been murdered since 1973 under the guise of woman’s choice,0,1,0,0,0,0,0,0,0,0,0,0,0,0
abortion is murder,0,0,0,0,0,0,0,0,0,0,0,1,0,0
homosexuality is an abomination,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the reprobates and hypocrites,0,0,0,0,0,0,0,0,0,1,0,0,0,0
They are being exposed for who they are and they do not like it,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Of course they did, and of course they still do",0,0,0,0,0,0,0,0,1,0,0,0,0,0
political leader of the pack,0,0,0,0,0,0,0,0,0,1,0,0,0,0
because they have simply forsaken the cross,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hide behind a microphone,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The reason they don't is because they are guilty of what they fail to confront,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"They can write all big and bad but when it comes to what someone else should do. However, when it is time for them to put boots on the ground, they are simply missing in action (MIA",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"who care more about saving face, than they do the souls of men (Luke 19:10), as well as saving their country",0,0,0,0,0,1,0,0,0,0,0,0,0,0
the freest country in the world,0,0,0,0,0,0,0,0,0,1,0,0,0,0
to live in the freest country in the world,0,0,0,0,0,0,0,1,0,0,0,0,0,0
convict them unto godly repentance,0,0,0,0,0,0,0,0,1,0,0,0,0,0
deceiving themselves into believing that they are demanding a lawful change just as long as it does not offend anyone,0,0,0,0,0,1,0,0,0,0,0,0,0,0
counterfeits,0,0,0,0,0,0,0,0,0,0,1,0,0,0
these counterfeits will be the first ones to get angry with and denounce and attack the ones that are sent by the Spirit of God,0,0,0,0,0,1,0,0,0,0,0,0,0,0
in a righteous sense reverse the lawlessness,0,0,0,0,0,0,0,0,1,0,0,0,0,0
These groups of people are simply enemies of the cross of Christ and know not the power of God unto salvation,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the genuine Christians,0,0,0,0,0,0,0,0,0,1,0,0,0,0
those who are counterfeits,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jog comfortably along together,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"slandered, lied about, defamed",0,0,0,0,0,0,0,0,1,0,0,0,0,0
fighting the good fight of faith,0,0,0,0,0,0,0,0,1,0,0,0,0,0
taking ground for the kingdom,0,0,0,0,0,0,0,0,1,0,0,0,0,0
crammed with very many and various kinds of evil,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the counterfeit's,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Yet, you do not see any warfare or opposition around them and why",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"If Christians were equally as faithful to the Lord, separated from the world (2 Corinthians 6:17), and living so that their lives were a reproof to all ungodliness, the world would hate them as much as it ever did",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hard, toilsome and unquiet life, crammed with very many and various kinds of evil",0,0,0,0,0,0,0,0,1,0,0,0,0,0
dim-witted,0,0,0,0,0,0,0,0,0,1,0,0,0,0
neocon poster-girl,0,0,0,0,0,0,0,0,0,1,0,0,0,0
grand deal-maker,0,0,0,0,0,0,0,0,0,1,0,0,0,0
very eccentric but not stupid,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tens of billions,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pretty severe,0,0,0,0,0,0,0,0,1,0,0,0,0,0
scraped and skimped,0,0,0,0,0,0,0,0,1,0,0,0,0,0
‘ate grass’ for decades,0,0,0,0,0,0,1,0,0,0,0,0,0,0
painfully apparent,0,0,0,0,0,0,0,0,1,0,0,0,0,0
soundly beaten,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who himself avoided national military service,0,0,0,0,0,0,0,0,0,0,0,0,0,1
foreign affairs experience appears to have been limited to the International House of Pancakes,0,0,0,0,0,0,1,0,0,0,0,0,0,0
decapitate,0,0,0,0,0,0,0,0,1,0,0,0,0,0
End The Korean War,0,0,0,0,0,0,0,0,0,0,0,1,0,0
They would be immediate targets should the US and South Korea attack the north,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"only three nuclear weapons to shatter Japan and just two to cripple South Korea, not to mention polluting the globe with radioactive dust and contaminating North Asia’s water sources",0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear explosions would spread radioactive contamination over northern China and Pacific Russia,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bloody slog,0,0,0,0,0,0,0,0,1,0,0,0,0,0
War against North Korea would be a slow and bloody slog,0,1,0,0,0,0,0,0,0,0,0,0,0,0
game of chicken,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tough-talking,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hurling warlike threats,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Never-Trumpers,0,0,0,0,0,0,0,0,0,1,0,0,0,0
never-Trump,0,0,0,0,0,0,0,0,0,1,0,0,0,0
number in the millions,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the Terror,0,0,0,0,0,0,0,0,1,0,0,0,0,0
is history,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It’s not coming back,0,0,0,1,0,0,0,0,0,0,0,0,0,0
the Americans,0,0,0,0,0,0,0,1,0,0,0,0,0,0
humanitarian crisis,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Why are the people responsible for these wars still being listened to,0,0,0,0,0,1,0,0,0,0,0,0,0,0
malevolent,0,0,0,0,0,0,0,0,1,0,0,0,0,0
It is over,0,0,0,0,0,0,0,0,0,0,0,0,1,0
There will be no turning back,0,0,0,0,0,0,0,0,0,0,0,0,1,0
congenital blindness,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ablaze with tribalism,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the warriors of jihad,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The public treasure has been consumed, private wealth has been destroyed, the temples have been stripped of gold, silver, jewels, the relics of the saints, and other most precious ornaments. Men have been butchered like cattle, women abducted, virgins ravished, and children snatched from the arms of their parents",0,0,0,0,0,0,0,0,1,0,0,0,0,0
Don’t allow yourself to be fooled: arm yourself with the truth by preordering The History of Jihad From Muhammad to ISIS,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gullible Westerners,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a world-class Islamopanderer,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Murderous Indifference”,0,0,0,0,0,0,0,0,1,0,0,0,0,0
murderous indifference,0,0,0,0,0,0,0,0,0,0,1,0,0,0
couldn’t resist an anti-Semitic shot at Israeli “occupation,0,0,0,0,0,0,0,0,1,0,0,0,0,0
have profaned God’s name,0,0,0,0,0,0,0,0,1,0,0,0,0,0
He decried,0,0,0,0,0,0,0,0,1,0,0,0,0,0
he deplored the fact that,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Indifference kills,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"the Middle East today is weeping, suffering and silent as others trample upon those lands",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"These are odd statements coming from Pope Francis, a world-class Islamopanderer; notice that he said nothing about who was doing the persecuting, and implied that it was the fault of powers outside the Middle East",0,0,0,0,0,1,0,0,0,0,0,0,0,0
so much ferocity,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Why, we ask the western world, why not raise one’s voice over so much ferocity and injustice",0,0,0,0,0,1,0,0,0,0,0,0,0,0
acts of brutality,0,0,0,0,0,0,0,0,1,0,0,0,0,0
No one defends Islam like Arab Christians,0,0,0,0,0,0,1,0,0,0,0,0,0,0
chimerical “dialogue,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"It is to defend Islam that Western clerics do not raise their voice against such acts of brutality. It is to pursue a fruitless and chimerical “dialogue” that bishops in the U.S. and Europe keep silent about Muslim persecution of Christians, and enforce that silence upon others",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"extreme, militant Islamists and the atrocities that they have perpetrated globally",0,0,0,0,0,0,0,0,0,1,0,0,0,0
devout Muslims,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Talk about extreme, militant Islamists and the atrocities that they have perpetrated globally might undercut the positive achievements that we Catholics have attained in our inter-religious dialogue with devout Muslims",0,1,0,0,0,0,0,0,0,0,0,0,0,0
blind guides,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"? The Catholic Church is following Pope Francis’ lead, and Francis has said: “Christian terrorism does not exist, Jewish terrorism does not exist, and Muslim terrorism does not exist. They do not exist.” And he has also said: “Authentic Islam and the proper reading of the Koran are opposed to every form of violence",0,0,0,0,0,1,0,0,0,0,0,0,0,0
They do not exist,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Why are your bishops silent on a threat that is yours today as well,0,0,0,0,0,1,0,0,0,0,0,0,0,0
“sonic attacks”,0,0,0,0,0,0,0,0,0,0,1,0,0,0
devoted family men,0,0,0,0,0,0,0,0,0,1,0,0,0,0
respected contributors to their local community,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I have faith in our president,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"If anyone is going to help them, he'd be the one",0,0,0,1,0,0,0,0,0,0,0,0,0,0
shock the conscience,0,0,0,0,0,0,0,0,1,0,0,0,0,0
grossly disproportionate to the severity,0,0,0,0,0,0,0,0,1,0,0,0,0,0
overzealous,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dark years,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ridiculing,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fueled outrage,0,0,0,0,0,0,0,0,1,0,0,0,0,0
very deliberately,0,0,0,0,0,0,0,0,1,0,0,0,0,0
our nation's history,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Obama's Victims,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dem fundraiser,0,0,0,0,0,0,0,0,0,1,0,0,0,0
unqualified,0,0,0,0,0,0,0,0,0,1,0,0,0,0
shrugging at the murder,0,0,0,0,0,0,1,0,0,0,0,0,0,0
completely collapsed,0,0,0,0,0,0,1,0,0,0,0,0,0,0
because it would have been damaging to Obama,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"While Obama pardoned drug dealers and locked up ranchers, Trump pardons ranchers and locks up drug dealers",0,0,0,1,0,0,0,0,0,0,0,0,0,0
“overzealous”,0,0,0,0,0,0,0,0,1,0,0,0,0,0
entirely deserving,0,0,0,0,0,0,0,0,0,1,0,0,0,0
“dirty Jewess”,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tragic comedy of denial,0,0,0,0,0,0,0,0,1,0,0,0,0,0
“dirty Jews”,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hit her mercilessly,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Muslim Killer,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Every other Muslim terrorist,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Muslim killer,0,0,0,0,0,0,0,0,0,0,1,0,0,0
violently beaten,0,0,0,0,0,0,0,0,1,0,0,0,0,0
every Islamic terrorism investigation inevitably becomes,0,0,0,0,0,0,1,0,0,0,0,0,0,0
“Allahu Akbar”,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tired farce,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The authorities allowed him to commit the crime,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stonewalled,0,0,0,0,0,0,0,0,1,0,0,0,0,0
racial slurs,0,0,0,0,0,0,0,0,1,0,0,0,0,0
signed by Donald Trump himself,0,0,0,0,0,0,0,0,0,0,1,0,0,0
signed by the president himself,0,0,0,0,0,0,0,0,0,0,1,0,0,0
signed by @realDonaldTrump,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gun Control Is Now Truly Impossible,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wannabe statist dictator and naive do-gooder,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The latter think that removing guns will suddenly force humanity to stop all animosity toward one another, hold hands, and sing Kumbaya",0,0,0,0,1,0,0,0,0,0,0,0,0,0
The former recognizes that an armed populace is a threat to any tyrant and pushes for gun control out of self-preservation,0,0,0,0,1,0,0,0,0,0,0,0,0,0
has now made gun control virtually impossible,0,0,0,0,0,0,1,0,0,0,0,0,0,0
an anarchist video manifesto,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gun control would never be the same in an era when anyone can download and print their own firearm with a few clicks,0,1,0,0,0,0,0,0,0,0,0,0,0,0
demanding that he take down his printable-gun blueprints or face prosecution for violating federal export controls,0,1,0,0,0,0,0,0,0,0,0,0,0,0
